reviewer,instance_id,comment_idx,file_original,file_normalized,line_start,line_end,severity,message_truncated,nearest_oracle_file_match,nearest_oracle_site_id,nearest_oracle_distance_lines,distance_bucket,is_round1_hit
static,sympy__sympy-16792,13,sympy/utilities/codegen.py,sympy/utilities/codegen.py,838,838,high,E1101: Instance of 'CodeGen' has no '_get_header' member,True,site-0003,93,right_file_distance_gt_10,False
static,sympy__sympy-16792,14,sympy/utilities/codegen.py,sympy/utilities/codegen.py,958,958,high,E0710: Raising a class which doesn't inherit from BaseException,True,site-0003,213,right_file_distance_gt_10,False
static,sympy__sympy-16792,15,sympy/utilities/codegen.py,sympy/utilities/codegen.py,1229,1229,high,E0606: Possibly using variable 'assign_to' before assignment,True,site-0003,484,right_file_distance_gt_10,False
static,sympy__sympy-16792,16,sympy/utilities/codegen.py,sympy/utilities/codegen.py,252,252,medium,W0511: FIXME,True,site-0001,443,right_file_distance_gt_10,False
static,sympy__sympy-16792,17,sympy/utilities/codegen.py,sympy/utilities/codegen.py,360,361,medium,"B904: Within an `except` clause, raise exceptions with `raise ... from err` or `raise ... from None` to distinguish them from errors in exception handling",True,site-0001,334,right_file_distance_gt_10,False
static,sympy__sympy-16792,18,sympy/utilities/codegen.py,sympy/utilities/codegen.py,360,361,medium,"W0707: Consider explicitly re-raising using 'except KeyError as exc' and 'raise CodeGenError('Has datatypes for languages: %s' % ', '.join(self._datatype)) from exc'",True,site-0001,334,right_file_distance_gt_10,False
static,sympy__sympy-16792,19,sympy/utilities/codegen.py,sympy/utilities/codegen.py,370,370,medium,W0107: Unnecessary pass statement,True,site-0001,325,right_file_distance_gt_10,False
static,sympy__sympy-16792,20,sympy/utilities/codegen.py,sympy/utilities/codegen.py,547,547,medium,W1113: Keyword argument before variable positional arguments list in the definition of _printer_method_with_settings function,True,site-0001,148,right_file_distance_gt_10,False
claude-sonnet-4-5,sympy__sympy-20442,1,sympy/physics/units/util.py,sympy/physics/units/util.py,134,134,high,"Dictionary comprehension iterates over the same set it's building from, causing undefined behavior.",True,site-0002,98,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-20442,1,sympy/physics/units/util.py,sympy/physics/units/util.py,28,28,medium,Using 'seen.add(i)' in a condition may lead to unexpected behavior.,True,site-0002,2,right_file_distance_1_to_3,True
gpt-4o-mini,sympy__sympy-20442,2,sympy/physics/units/util.py,sympy/physics/units/util.py,84,84,medium,The check for target_units type does not handle strings or other types correctly.,True,site-0002,48,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-20442,3,sympy/physics/units/util.py,sympy/physics/units/util.py,92,92,medium,The check for Quantity presence may not handle all cases correctly.,True,site-0002,56,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-20442,4,sympy/physics/units/util.py,sympy/physics/units/util.py,108,108,medium,The return statement may lead to incorrect results if expr_scale_factor is not properly calculated.,True,site-0002,72,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-20442,5,sympy/physics/units/util.py,sympy/physics/units/util.py,130,130,medium,The check for expr.is_Atom may not cover all cases of non-complex expressions.,True,site-0002,94,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-20442,6,sympy/physics/units/util.py,sympy/physics/units/util.py,168,168,medium,Using 'deset.add(())' may lead to confusion and unintended behavior.,True,site-0002,132,right_file_distance_gt_10,False
claude-sonnet-4-5,sympy__sympy-21627,1,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,1232,1232,medium,Method 'eval' is a classmethod but uses 'self' instead of 'cls' as first parameter.,True,site-0001,620,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-21627,1,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,132,132,medium,The function _eval_is_finite does not return a value when self.args[0].is_finite is False.,True,site-0001,475,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-21627,2,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,261,261,medium,The function _eval_is_complex does not return a value when self.args[0].is_finite is False.,True,site-0001,346,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-21627,3,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,132,132,medium,The function _eval_is_finite does not return a value when self.args[0].is_finite is False.,True,site-0001,475,right_file_distance_gt_10,False
gpt-4o-mini,sympy__sympy-21627,4,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,261,261,medium,The function _eval_is_complex does not return a value when self.args[0].is_finite is False.,True,site-0001,346,right_file_distance_gt_10,False
static,sympy__sympy-21627,1,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,203,203,high,E1130: bad operand type for unary -: im,True,site-0001,404,right_file_distance_gt_10,False
static,sympy__sympy-21627,2,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,342,342,high,E1130: bad operand type for unary -: sign,True,site-0001,265,right_file_distance_gt_10,False
static,sympy__sympy-21627,3,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,845,845,high,E1130: bad operand type for unary -: conjugate,True,site-0001,233,right_file_distance_gt_10,False
static,sympy__sympy-21627,4,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,67,67,medium,W0621: Redefining name 'arg' from outer scope (line 705),True,site-0001,540,right_file_distance_gt_10,False
static,sympy__sympy-21627,5,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,107,107,medium,W0613: Unused argument 'deep',True,site-0001,500,right_file_distance_gt_10,False
static,sympy__sympy-21627,6,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,121,121,medium,W0621: Redefining name 'arg' from outer scope (line 705),True,site-0001,486,right_file_distance_gt_10,False
static,sympy__sympy-21627,7,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,121,121,medium,W0613: Unused argument 'arg',True,site-0001,486,right_file_distance_gt_10,False
static,sympy__sympy-21627,8,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,141,141,medium,W0212: Access to a protected member _sage_ of a client class,True,site-0001,466,right_file_distance_gt_10,False
static,sympy__sympy-21627,9,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,191,191,medium,W0621: Redefining name 'arg' from outer scope (line 705),True,site-0001,416,right_file_distance_gt_10,False
static,sympy__sympy-21627,10,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,230,230,medium,W0613: Unused argument 'deep',True,site-0001,377,right_file_distance_gt_10,False
static,sympy__sympy-21627,11,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,246,246,medium,W0212: Access to a protected member _sage_ of a client class,True,site-0001,361,right_file_distance_gt_10,False
static,sympy__sympy-21627,12,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,248,248,medium,W0621: Redefining name 'arg' from outer scope (line 705),True,site-0001,359,right_file_distance_gt_10,False
static,sympy__sympy-21627,13,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,248,248,medium,W0613: Unused argument 'arg',True,site-0001,359,right_file_distance_gt_10,False
static,sympy__sympy-21627,14,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,328,328,medium,W0613: Unused argument 'hints',True,site-0001,279,right_file_distance_gt_10,False
static,sympy__sympy-21627,15,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,334,334,medium,W0621: Redefining name 'arg' from outer scope (line 705),True,site-0001,273,right_file_distance_gt_10,False
static,sympy__sympy-21627,16,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,360,360,medium,W0212: Access to a protected member _new_rawargs of a client class,True,site-0001,247,right_file_distance_gt_10,False
static,sympy__sympy-21627,17,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,425,425,medium,W0613: Unused argument 'n',True,site-0001,182,right_file_distance_gt_10,False
static,sympy__sympy-21627,18,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,436,436,medium,W0212: Access to a protected member _sage_ of a client class,True,site-0001,171,right_file_distance_gt_10,False
static,sympy__sympy-21627,19,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,438,438,medium,W0621: Redefining name 'arg' from outer scope (line 705),True,site-0001,169,right_file_distance_gt_10,False
static,sympy__sympy-21627,20,sympy/functions/elementary/complexes.py,sympy/functions/elementary/complexes.py,438,438,medium,W0613: Unused argument 'kwargs',True,site-0001,169,right_file_distance_gt_10,False
